OTU	Test-Statistic	P	FDR_P	Bonferroni_P	February_mean	October_mean	March_mean	August_mean	September_mean	January_mean	June_mean	April_mean	May_mean	December_mean	November_mean	July_mean	taxonomy
1504042	18.5579258746	0.0695053326593	0.703741493175	1.0	16.8783783784	17.4242424242	20.213592233	16.0508474576	11.3166666667	19.2857142857	12.7313432836	15.9393939394	15.214953271	15.1219512195	16.5	16.6138613861	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
807226	18.5547349765	0.0695696235865	0.7037456138	1.0	0.0405405405405	0.0	0.00970873786408	0.0338983050847	0.1	0.00892857142857	0.0	0.00757575757576	0.0280373831776	0.0	0.0333333333333	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
3529365	18.5439743301	0.0697868212576	0.705295066948	1.0	0.0810810810811	0.212121212121	0.135922330097	0.0508474576271	0.0	0.0267857142857	0.089552238806	0.0378787878788	0.0934579439252	0.0487804878049	0.0	0.0594059405941	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
172233	18.536849142	0.0699309705683	0.70564635032	1.0	0.148648648649	0.121212121212	0.0873786407767	0.186440677966	0.166666666667	0.169642857143	0.298507462687	0.121212121212	0.364485981308	0.0975609756098	0.333333333333	0.108910891089	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
188966	18.5359246803	0.0699496926787	0.70564635032	1.0	0.283783783784	0.212121212121	0.291262135922	0.372881355932	0.05	0.205357142857	0.388059701493	0.189393939394	0.168224299065	0.0243902439024	0.0333333333333	0.188118811881	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
2941399	18.5298157546	0.0700735220259	0.706248781919	1.0	0.0540540540541	1.06060606061	0.21359223301	0.135593220339	0.0166666666667	1.25892857143	0.0	0.227272727273	0.0280373831776	0.0975609756098	0.266666666667	0.564356435644	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Synergistes; s__
317502	18.5168332323	0.0703373275572	0.708259598145	1.0	0.0945945945946	0.030303030303	0.0388349514563	0.169491525424	0.0833333333333	0.0446428571429	0.134328358209	0.0530303030303	0.196261682243	0.121951219512	0.0666666666667	0.0594059405941	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
839282	18.4905588503	0.0708739243455	0.712491993901	1.0	0.121621621622	0.30303030303	0.0582524271845	2.15254237288	1.1	0.258928571429	0.373134328358	6.40151515152	10.0093457944	0.0	0.666666666667	0.722772277228	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
342928	18.4899206622	0.0708870030243	0.712491993901	1.0	0.0135135135135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0280373831776	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila
175389	18.4854219073	0.0709792588382	0.712502354251	1.0	0.0	0.0	0.00970873786408	0.0677966101695	0.0	0.116071428571	0.537313432836	0.0	0.00934579439252	0.0	0.0	0.0990099009901	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
3138798	18.4835639241	0.0710173915184	0.712502354251	1.0	128.702702703	41.4242424242	47.5533980583	31.8983050847	29.8833333333	57.8214285714	28.5970149254	80.1515151515	45.7196261682	38.5609756098	44.0333333333	39.8514851485	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__
352192	18.4794598171	0.0711016874015	0.712547148449	1.0	0.0	0.030303030303	0.0	0.0	0.0	0.0	0.0298507462687	0.00757575757576	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
347243	18.4770501361	0.0711512221581	0.712547148449	1.0	0.0	0.0	0.0	0.0677966101695	0.0	0.0625	0.134328358209	0.0151515151515	0.0373831775701	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__; s__
922239	18.4690951102	0.0713149676247	0.713538313673	1.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019801980198	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__; g__; s__
696477	18.4570508826	0.0715635211498	0.715140312686	1.0	0.0	0.0	0.00970873786408	0.0	0.0	0.0	0.044776119403	0.0	0.00934579439252	0.0	0.0	0.019801980198	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4424327	18.4550485616	0.0716049169293	0.715140312686	1.0	0.0	0.030303030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019801980198	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
1928156	18.4454468836	0.0718037162992	0.716476212638	1.0	0.243243243243	0.0909090909091	0.135922330097	0.101694915254	0.15	0.1875	0.0149253731343	0.113636363636	0.0654205607477	0.170731707317	0.166666666667	0.267326732673	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
9939	18.4418440868	0.0718784371405	0.716572727186	1.0	0.027027027027	0.030303030303	0.0	0.203389830508	0.133333333333	0.0446428571429	0.119402985075	0.030303030303	0.11214953271	0.0243902439024	0.1	0.00990099009901	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__
727946	18.431462621	0.072094131125	0.718073190301	1.0	0.0	0.0606060606061	0.0	0.0	0.0	0.0	0.0	0.0	0.018691588785	0.0243902439024	0.0666666666667	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
295667	18.4055031116	0.0726360009684	0.722816790124	1.0	0.0405405405405	0.0909090909091	0.0776699029126	0.0338983050847	0.0333333333333	0.107142857143	0.089552238806	0.0378787878788	0.018691588785	0.0	0.133333333333	0.0594059405941	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1142029	18.3776929457	0.0732205021502	0.727502765066	1.0	8.01351351351	5.39393939394	6.5145631068	7.54237288136	29.3333333333	4.84821428571	10.0895522388	12.303030303	21.7009345794	3.14634146341	31.0	22.0099009901	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
176877	18.3768171534	0.0732389766211	0.727502765066	1.0	0.135135135135	0.30303030303	0.174757281553	0.254237288136	0.0333333333333	0.107142857143	0.089552238806	0.181818181818	0.214953271028	0.0731707317073	0.0333333333333	0.168316831683	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
196322	18.3680059156	0.0734250758279	0.728068870787	1.0	0.027027027027	0.0	0.106796116505	0.0	0.0166666666667	0.0	0.0	0.0151515151515	0.0654205607477	0.0487804878049	0.166666666667	0.0891089108911	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4429783	18.3678604643	0.0734281513657	0.728068870787	1.0	0.027027027027	0.0	0.00970873786408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0333333333333	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
4470572	18.3615639215	0.0735613998996	0.728079408171	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0298507462687	0.0	0.0	0.0	0.0	0.00990099009901	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__ph2; s__
4365684	18.3615639215	0.0735613998996	0.728079408171	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0298507462687	0.0	0.0	0.0	0.0	0.00990099009901	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__; g__; s__
385807	18.3486580897	0.0738351846604	0.730133208455	1.0	0.0	0.0	0.0194174757282	0.0	0.0	0.0	0.0	0.0	0.0280373831776	0.219512195122	0.0	0.00990099009901	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
593422	18.341306621	0.073991541888	0.731023161828	1.0	0.175675675676	0.151515151515	0.456310679612	0.135593220339	0.233333333333	0.205357142857	0.0149253731343	0.212121212121	0.233644859813	0.243902439024	0.4	0.138613861386	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4478125	18.3372256474	0.074078465907	0.73122614734	1.0	255.743243243	159.090909091	201.281553398	269.06779661	276.0	241.517857143	254.208955224	234.795454545	202.224299065	207.097560976	266.733333333	303.702970297	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
784040	18.3320936485	0.0741879048575	0.731650814602	1.0	0.121621621622	0.0	0.233009708738	0.0338983050847	0.0166666666667	0.116071428571	0.373134328358	0.0606060606061	1.48598130841	0.878048780488	0.333333333333	0.0693069306931	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
12564	18.3282698836	0.0742695389427	0.73180075223	1.0	0.27027027027	0.030303030303	0.0	0.135593220339	1.3	0.267857142857	0.149253731343	0.0378787878788	0.224299065421	0.0243902439024	0.0	0.465346534653	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
190240	18.3245211678	0.0743496479425	0.731935408163	1.0	0.175675675676	0.0606060606061	0.0776699029126	0.0847457627119	0.2	0.0267857142857	0.044776119403	0.0530303030303	0.102803738318	0.0243902439024	0.2	0.029702970297	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
175036	18.3199433589	0.0744475781059	0.732245107513	1.0	0.0405405405405	0.272727272727	0.0388349514563	0.118644067797	0.05	0.0625	0.0149253731343	0.0606060606061	0.0747663551402	0.0975609756098	0.0666666666667	0.148514851485	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
2688035	18.314334884	0.0745677121893	0.732772450917	1.0	1.47297297297	1.57575757576	1.59223300971	1.4406779661	1.71666666667	1.41964285714	1.40298507463	1.42424242424	1.3738317757	1.68292682927	1.8	2.17821782178	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
252345	18.3103570601	0.0746530214848	0.732943407071	1.0	0.0	0.0	0.0	0.135593220339	0.116666666667	0.00892857142857	0.0	0.0	0.0654205607477	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
4329467	18.307321644	0.0747181777542	0.732943407071	1.0	0.0	0.0	0.0	0.0	0.0	0.00892857142857	0.0	0.0	0.0280373831776	0.0	0.0333333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__BD2-13; s__
4307094	18.2997447261	0.0748810384748	0.733887473166	1.0	8.40540540541	0.0	3.87378640777	0.0	0.0	3.60714285714	0.10447761194	1.20454545455	28.1308411215	0.0	4.5	2.18811881188	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
4352875	18.28330447	0.0752354905805	0.736705923764	1.0	0.0	0.0	0.0970873786408	0.0	0.0	0.00892857142857	0.164179104478	0.0151515151515	0.00934579439252	0.0	0.0666666666667	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
4396610	18.2756198152	0.0754016799583	0.737677536786	1.0	0.0	0.0	0.203883495146	0.0	0.0	0.0	0.0298507462687	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__; s__
177697	18.2545048243	0.0758599873798	0.741422939356	1.0	1.98648648649	3.63636363636	2.36893203883	2.8813559322	2.05	2.23214285714	1.61194029851	2.4696969697	3.14953271028	2.65853658537	5.1	2.0495049505	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4435400	18.2517884941	0.0759191245092	0.741422939356	1.0	2.02702702703	2.81818181818	3.59223300971	2.38983050847	1.05	1.73214285714	2.97014925373	1.95454545455	1.92523364486	1.0487804878	1.2	1.38613861386	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
579244	18.2411377867	0.076151393808	0.742289770229	1.0	0.0675675675676	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	0.0	0.0	0.0	0.0792079207921	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
158027	18.2381380014	0.0762169259481	0.742289770229	1.0	0.0135135135135	0.0	0.0291262135922	0.0169491525424	0.133333333333	0.160714285714	0.0298507462687	0.0454545454545	0.0373831775701	0.0487804878049	0.266666666667	0.158415841584	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
925131	18.2347215023	0.0762916221209	0.742289770229	1.0	0.0	0.0	0.00970873786408	0.457627118644	0.0	0.580357142857	0.328358208955	0.19696969697	0.96261682243	1.80487804878	1.46666666667	0.158415841584	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
360240	18.2336551148	0.07631495018	0.742289770229	1.0	0.0405405405405	0.0909090909091	0.0291262135922	0.220338983051	0.116666666667	0.0267857142857	0.119402985075	0.030303030303	0.0841121495327	1.09756097561	0.0	0.0891089108911	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
1081058	18.2276487213	0.0764464624286	0.742289770229	1.0	0.0	0.0	0.0194174757282	0.0677966101695	0.1	0.0357142857143	0.0149253731343	0.00757575757576	0.0560747663551	0.0	0.0666666666667	0.207920792079	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
1062356	18.2263528803	0.0764748615891	0.742289770229	1.0	0.148648648649	0.575757575758	0.553398058252	0.389830508475	0.566666666667	0.125	0.611940298507	0.568181818182	1.03738317757	0.341463414634	1.16666666667	2.0198019802	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
510070	18.2261383019	0.0764795651062	0.742289770229	1.0	0.0	0.0	0.0485436893204	0.0	0.0	0.00892857142857	0.0	0.0	0.0	0.0731707317073	0.0	0.019801980198	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
334797	18.2226097953	0.0765569459483	0.74238672233	1.0	0.0135135135135	0.181818181818	0.0873786407767	0.169491525424	0.1	0.0357142857143	0.0746268656716	0.0454545454545	0.018691588785	0.0487804878049	0.133333333333	0.0594059405941	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
382625	18.2189611381	0.076637034413	0.74250973711	1.0	0.0	0.030303030303	0.0194174757282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
45074	18.2047830132	0.0769489485958	0.74487664124	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.358208955224	0.0	0.00934579439252	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
2949144	18.1911176274	0.0772506426568	0.746544459	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0298507462687	0.0	0.00934579439252	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
334096	18.1836813878	0.0774152524944	0.746544459	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030303030303	0.0	0.0	0.0	0.029702970297	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
195950	18.1769361961	0.0775648327791	0.746544459	1.0	1.54054054054	3.84848484848	3.38834951456	1.72881355932	2.01666666667	1.08928571429	1.61194029851	3.93181818182	1.57943925234	1.29268292683	2.66666666667	1.85148514851	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4477971	18.1725010818	0.0776633240429	0.746544459	1.0	0.121621621622	0.0	0.0	0.0338983050847	0.0833333333333	0.00892857142857	0.0	0.00757575757576	0.00934579439252	0.0	0.0666666666667	0.0792079207921	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
834840	18.1702845386	0.0777125884923	0.746544459	1.0	0.027027027027	0.0	0.0	0.0	0.0	0.0	0.0149253731343	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
2805825	18.1702845386	0.0777125884923	0.746544459	1.0	0.027027027027	0.0	0.0	0.0	0.0	0.0	0.0149253731343	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
355510	18.1679162718	0.0777652555775	0.746544459	1.0	0.0	0.0	0.00970873786408	0.0	0.0	0.00892857142857	0.0298507462687	0.0378787878788	0.00934579439252	0.0731707317073	0.0	0.019801980198	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4474755	18.1611022639	0.0779169656334	0.746544459	1.0	0.0	0.030303030303	0.0	1.03389830508	0.1	0.0	0.417910447761	0.0378787878788	0.224299065421	0.0	0.0	0.029702970297	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__
4376828	18.1579670333	0.0779868574191	0.746544459	1.0	0.797297297297	0.242424242424	2.91262135922	0.949152542373	0.666666666667	0.455357142857	1.77611940299	1.21212121212	1.48598130841	0.780487804878	0.5	0.415841584158	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
4278525	18.1573145141	0.0780014105791	0.746544459	1.0	0.621621621622	0.424242424242	0.427184466019	0.593220338983	0.716666666667	0.553571428571	0.208955223881	0.44696969697	0.383177570093	0.414634146341	0.3	0.425742574257	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
178353	18.153476913	0.0780870492181	0.746544459	1.0	0.0135135135135	0.030303030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
294993	18.153476913	0.0780870492181	0.746544459	1.0	0.0135135135135	0.030303030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4368792	18.153476913	0.0780870492181	0.746544459	1.0	0.0135135135135	0.030303030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
327387	18.153476913	0.0780870492181	0.746544459	1.0	0.0135135135135	0.030303030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
147439	18.1512054319	0.0781377778891	0.746544459	1.0	0.0	0.0	0.00970873786408	0.0169491525424	0.0	0.0178571428571	0.0	0.030303030303	0.0	0.0	0.133333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
304973	18.1470289353	0.0782311268434	0.746739418949	1.0	0.445945945946	0.515151515152	0.611650485437	0.559322033898	0.483333333333	0.607142857143	0.462686567164	0.325757575758	0.289719626168	0.780487804878	0.266666666667	0.366336633663	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
4430843	18.1442292739	0.0782937571611	0.746739418949	1.0	6.58108108108	34.9090909091	10.1067961165	6.15254237288	4.35	12.3482142857	14.5223880597	6.25	1.80373831776	0.780487804878	13.8	6.09900990099	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
178799	18.1139288781	0.0789744304787	0.752579866914	1.0	0.891891891892	0.878787878788	0.893203883495	1.91525423729	0.45	3.86607142857	0.268656716418	0.984848484848	1.28037383178	0.414634146341	0.733333333333	0.029702970297	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
555547	18.0852847186	0.0796226864515	0.757619995204	1.0	0.121621621622	0.151515151515	0.116504854369	0.322033898305	0.15	0.285714285714	0.253731343284	0.333333333333	0.121495327103	0.317073170732	0.133333333333	0.178217821782	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
180352	18.0835308171	0.0796625314246	0.757619995204	1.0	0.243243243243	0.181818181818	0.52427184466	0.728813559322	0.333333333333	0.464285714286	0.298507462687	0.613636363636	0.495327102804	0.317073170732	0.1	0.306930693069	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
913091	18.0814574619	0.0797096563581	0.757619995204	1.0	0.0135135135135	0.0	0.0	0.0847457627119	0.0166666666667	0.00892857142857	0.0149253731343	0.030303030303	0.018691588785	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
3064113	18.0692097623	0.0799885332563	0.759615243407	1.0	0.0405405405405	0.121212121212	0.0194174757282	0.0	0.0	0.0267857142857	0.0	0.0378787878788	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
735763	18.0549540656	0.0803142130154	0.762051137448	1.0	0.027027027027	0.0	0.0	0.101694915254	0.0666666666667	0.0178571428571	0.0149253731343	0.143939393939	0.11214953271	0.0243902439024	0.0	0.029702970297	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
358712	18.0496321997	0.0804360929631	0.762235712325	1.0	1.2027027027	0.0606060606061	0.912621359223	1.13559322034	0.35	1.01785714286	1.01492537313	0.651515151515	0.803738317757	0.463414634146	0.3	3.06930693069	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
254662	18.0480633763	0.0804720527808	0.762235712325	1.0	0.0135135135135	0.0	0.0388349514563	0.35593220339	0.0666666666667	0.0	0.0298507462687	0.00757575757576	0.869158878505	0.0243902439024	0.0	0.108910891089	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
175323	18.0358712041	0.0807519983311	0.764230252247	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044776119403	0.00757575757576	0.0	0.0	0.0333333333333	0.039603960396	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
654307	18.0248445834	0.081005918907	0.76597528127	1.0	0.0810810810811	0.030303030303	0.0776699029126	0.135593220339	0.05	0.0625	0.089552238806	0.0909090909091	0.289719626168	0.0	0.0	0.534653465347	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__
179557	18.0043309293	0.0814801752021	0.769798979439	1.0	0.324324324324	0.30303030303	0.621359223301	0.525423728814	0.466666666667	0.785714285714	0.462686567164	0.69696969697	0.495327102804	0.512195121951	0.833333333333	0.70297029703	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
4326869	17.9923051761	0.0817593326475	0.771018414786	1.0	0.554054054054	0.393939393939	0.514563106796	0.474576271186	0.55	0.401785714286	0.537313432836	0.295454545455	0.485981308411	0.439024390244	1.0	0.60396039604	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
4301763	17.9904606292	0.0818022249395	0.771018414786	1.0	0.027027027027	0.0	0.0291262135922	0.0	0.0333333333333	0.0	0.0746268656716	0.0378787878788	0.0467289719626	0.0	0.0	0.0990099009901	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__
512114	17.9897300085	0.0818192199424	0.771018414786	1.0	0.0	0.0	0.0	0.0	0.0	0.0357142857143	0.0149253731343	0.0151515151515	0.0	0.0243902439024	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
4351284	17.9830566008	0.0819745940548	0.771822331716	1.0	0.256756756757	0.454545454545	0.165048543689	0.932203389831	0.8	0.0982142857143	1.40298507463	0.0909090909091	0.616822429907	0.292682926829	0.0666666666667	0.861386138614	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
182647	17.9750808395	0.0821606303403	0.772531662758	1.0	0.148648648649	0.030303030303	0.271844660194	0.220338983051	0.0166666666667	0.0625	0.134328358209	0.242424242424	0.0654205607477	0.463414634146	0.2	0.237623762376	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
3060403	17.9738151111	0.0821901877953	0.772531662758	1.0	0.0135135135135	0.0	0.0	0.0	0.0	0.0	0.313432835821	0.333333333333	1.34579439252	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
54730	17.957328622	0.0825760364742	0.775496690366	1.0	0.135135135135	0.0	0.0	0.0	0.0	0.133928571429	0.0	0.0151515151515	0.205607476636	0.268292682927	0.6	0.0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__
2037711	17.9515638503	0.0827113296839	0.775509741883	1.0	0.0135135135135	0.0606060606061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0487804878049	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
2810058	17.9512703433	0.0827182231947	0.775509741883	1.0	0.0135135135135	0.030303030303	0.00970873786408	0.0	0.05	0.00892857142857	0.0298507462687	0.00757575757576	0.0654205607477	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
